Renda_Mensal,Score_Credito,Tempo_Relacionamento_Anos,Saldo_Atual,Valor_Transacao_Media,Saldo_Anterior_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Nivel_Educacional,Residencia_Propria,Data_Abertura_Conta,Tem_Emprestimo_Ativo,Status_Emprestimo,Satisfacao_Cliente,Segmento_Banco,Possui_Cartao_Credito,Risco_Inadimplencia
-0.72642136,-1.066439,1.4928572,-0.30460057,-0.61996335,-0.3106397,-0.5880159,-0.29907048,-0.048634596,0.9597977,0.4033417,0.085180484,-0.5664413,0.92515993,-1.5899507,1.3019366,-2.2015815,-2.1275127,1.7497368,0.30220196,1
-0.7776116,-0.17392015,2.4898841,-0.36280635,-0.5380848,-0.36375526,-0.76325476,-1.1398607,-0.31881088,0.9756625,1.9723485,-1.4061861,-0.5664413,0.92515993,-2.2046943,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,0
-0.76157844,-0.7790177,2.6368315,-0.35227725,-0.44838998,-0.34699753,-0.69771254,-0.20240591,0.30309594,0.4679859,-5.8637895e-08,-1.4540877,0.18541649,-1.0976616,-2.2652445,1.3019366,-1.2152958,1.0523288,1.7497368,-3.4083269,0
-0.99752915,-0.41595915,-0.7137841,-0.4265426,-0.6278235,-0.43128234,-0.83160937,-0.6804647,-0.4608517,0.6583645,-0.5018545,-0.7182112,-1.3182992,0.92515993,0.72784626,-0.7783882,0.75727564,-1.3325523,1.7497368,0.30220196,0
0.05197715,1.0514023,3.0101428,-0.38309118,-0.30451548,-0.3894011,-0.33884034,-0.20240591,0.9326356,-1.2930176,-0.62254727,-0.4753078,0.18541649,0.92515993,-2.3949494,-0.7783882,0.75727564,-2.1275127,-0.19516551,0.30220196,0
-0.68744195,-0.7790177,3.3043077,0.04102025,-0.31068683,0.03183253,-0.56528205,1.9213433,-0.32209933,-0.5949622,-0.7432401,0.9379827,-0.5664413,-1.0976616,-2.469203,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,1
-0.59835404,0.50681454,0.07578782,-0.26034448,-7.6704715e-08,-0.27844492,-0.5012239,1.0953877,0.043989465,-0.26179945,-0.7432401,0.9379827,-0.5664413,-1.0976616,-0.17403264,1.3019366,-1.2152958,-2.1275127,-0.19516551,0.30220196,1
-0.3647411,-0.15879272,3.0965822,0.82385975,-0.3847492,0.70520985,-0.44317892,1.3370489,0.22772788,0.134823,0.88611305,0.9379827,0.93727434,0.92515993,-2.4153452,1.3019366,-1.2152958,1.0523288,-1.1676167,0.30220196,1
-0.10718539,0.11350116,-1.3515464,-0.4183796,-0.14053859,-0.42261496,-0.3172418,0.49530178,-0.5332503,2.432559e-07,-0.07942955,-0.18261667,0.18541649,0.92515993,1.4483935,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,0
-9.169204e-08,-0.49159637,3.231104,-0.47500598,-0.43671906,-0.48390263,-0.6500452,0.6594401,-0.09932968,0.45212102,1.308538,0.11799517,-0.5664413,-1.0976616,-2.4481697,-0.7783882,0.75727564,-1.3325523,1.7497368,0.30220196,1
-0.667004,-0.91516465,3.4739456,-0.323657,-0.531926,-0.33344063,-0.544989,-1.1599592,0.5185511,0.23001228,1.61027,-1.6449405,-0.5664413,-1.0976616,-2.4988408,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,0
-0.85215825,-2.5489278,-0.5338817,-0.43828106,-0.5684329,-0.44412816,-0.8122082,0.36944637,-0.3810019,2.0703404,-5.8637895e-08,-1.4721925,0.18541649,0.92515993,0.5238878,1.3019366,-0.22901006,0.25736845,1.7497368,-3.4083269,1
0.57235175,0.7942359,3.0849671,0.023890505,-0.072377585,0.003471451,-0.21164148,-1.0963137,0.5843808,-1.1343687,-5.8637895e-08,-2.0338123,0.93727434,0.92515993,-2.4127958,-0.7783882,0.75727564,-2.1275127,-1.1676167,-3.4083269,0
-0.94089955,-0.4310866,0.44018468,-0.41859978,-7.6704715e-08,-0.4221819,-0.77769446,-1.3418034,-0.3346514,0.10309324,-0.13977598,-1.1542304,-1.3182992,0.92515993,-0.57366383,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,0
-0.6683343,-0.8395274,-0.5557617,-0.34761837,-0.40075827,-0.34217075,-0.62556,-0.6819003,-0.28960553,0.75355417,-0.5622009,-0.55979586,-1.3182992,0.92515993,0.5474705,-0.7783882,0.75727564,-2.1275127,1.7497368,0.30220196,0
-0.39234078,-0.93029207,-1.147873,-0.24988863,-0.45020434,-0.26902243,-0.64486635,-1.0833933,-0.45667097,1.1819063,0.584381,-1.7316916,0.93727434,0.92515993,1.2195774,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,0
-9.169204e-08,1.0967846,3.0382357,0.52574384,-0.023772746,1.1512089,0.8153849,-1.5514029,0.52982825,-0.8646655,-0.44150805,-1.5630927,0.93727434,0.92515993,-2.4022791,-0.7783882,0.75727564,-2.1275127,-1.1676167,0.30220196,0
-0.7994888,-1.4143701,-0.63868964,-0.39080185,-0.3095442,-0.39721885,-0.6219561,-0.95514524,-0.4362307,-0.08728555,-5.8637895e-08,-2.172237,-0.5664413,-1.0976616,0.64212,-0.7783882,0.75727564,0.25736845,1.7497368,-3.4083269,0
-0.54417276,-1.2782232,2.2024724,-0.2607948,-0.49462798,-0.26264095,-0.6515183,-0.3823359,1.1628242,1.2136362,-5.8637895e-08,-2.2220247,1.6891321,-1.0976616,-2.0660663,-0.7783882,0.75727564,0.25736845,-0.19516551,-3.4083269,0
-0.79171365,-0.12853783,0.19545266,-0.37807897,-7.6704715e-08,-0.384386,-0.60129535,-0.7144409,-0.3934528,0.7852839,-5.8637895e-08,-2.1910958,1.6891321,0.92515993,-0.30819908,-0.7783882,0.75727564,-0.53759193,1.7497368,-3.4083269,0
-0.10266445,-0.09828297,3.381833,0.2057055,-0.35782254,0.20082033,-0.21487205,0.49482313,0.08397094,0.769419,-5.8637895e-08,-2.1100023,-0.5664413,0.92515993,-2.4816318,-0.7783882,0.75727564,-2.1275127,-1.1676167,-3.4083269,0
-9.169204e-08,-0.8092726,-0.30940878,-0.42023543,-0.7027083,-0.42783514,-0.80146044,-0.07224367,-0.3968919,-0.5632324,-5.8637895e-08,-1.9406489,-1.3182992,0.92515993,0.26639023,-0.7783882,0.75727564,1.0523288,1.7497368,-3.4083269,0
-0.8908254,-0.40083173,1.5212203,-0.31927305,-0.66561747,-0.31918284,-0.7223764,1.0728965,0.021189004,1.0708518,0.5240345,0.9379827,-0.5664413,-1.0976616,-1.6119399,1.3019366,-1.2152958,0.25736845,1.7497368,0.30220196,1
-0.029658685,1.3085687,-0.05522226,-0.45969313,0.309103,-0.46964195,0.09590185,0.1947803,0.01303833,-1.1185038,-0.5018545,0.9379827,-0.5664413,0.92515993,-0.025206694,1.3019366,-1.2152958,0.25736845,-0.19516551,0.30220196,0
-0.7970332,0.037863977,-0.26186696,-0.36683688,-0.697328,-0.37069723,-0.63816446,0.68958783,-0.27582222,-0.007960944,-0.26046878,0.9379827,-0.5664413,0.92515993,0.21221375,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
-0.71875143,-0.6428708,-1.0065984,-0.32818738,-0.49737778,-0.33838362,-0.73157007,0.76089,-0.5332503,2.432559e-07,0.584381,-0.29803342,-1.3182992,0.92515993,1.061191,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
-0.77216494,-0.88490975,0.16844031,0.36889863,-0.5507037,0.36950496,-0.6332379,-0.11100527,-0.27697477,-0.4521782,0.88611305,0.3552409,-1.3182992,-1.0976616,-0.27760532,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,1
-0.60451216,-1.9740852,-1.0114605,-0.4007232,-0.5042586,-0.40275747,-0.756422,1.3872955,-0.22994405,3.65683,1.8516558,0.9379827,-1.3182992,-1.0976616,1.0669273,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
-0.51352763,0.052991416,-0.99417263,-0.251106,-0.46404123,-0.2834639,-0.49823296,0.62689954,-0.42620543,0.35693172,0.88611305,0.9379827,0.18541649,-1.0976616,1.0465314,1.3019366,-1.2152958,1.0523288,-0.19516551,0.30220196,1
-0.9256468,-2.6094377,0.08389141,-0.42060766,-0.638446,-0.42672372,-0.90582067,0.9728821,-0.2501932,2.3400438,2.3947732,0.7859795,-0.5664413,0.92515993,-0.18327451,1.3019366,-0.22901006,-2.1275127,1.7497368,0.30220196,1
0.16458121,0.08324629,-0.6141085,-0.124870345,-0.44615498,-0.12415519,0.008007428,1.6107723,3.301318,0.16655277,0.9464594,0.9379827,0.93727434,0.92515993,0.6140757,-0.7783882,0.75727564,-1.3325523,-0.19516551,0.30220196,1
-9.169204e-08,-0.93029207,-1.0725086,-0.42468035,-0.5395789,-0.43103343,-0.8860584,-0.50723416,-0.27734435,0.08722835,-0.32081524,-1.279831,-1.3182992,-1.0976616,1.1360819,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,0
-9.169204e-08,-0.6126159,-0.12869595,-0.42133224,-0.5283789,-0.42143947,-0.76062036,1.3920808,-0.40025833,-0.24593456,-0.5018545,0.9379827,-1.3182992,-1.0976616,0.05797013,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
-0.29493865,-0.6731256,3.4855607,0.85547346,-0.4967374,0.9272748,-0.24283645,1.9098582,0.79293007,0.30933708,0.4033417,0.9379827,0.93727434,-1.0976616,-2.500753,-0.7783882,0.75727564,-2.1275127,-1.1676167,0.30220196,1
-0.3000205,0.6127066,0.02419411,-0.33817968,-0.39928922,-0.33014432,-0.44039816,0.9977661,0.3001768,-0.4521782,-0.5018545,0.86367834,1.6891321,0.92515993,-0.114438534,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,1
-0.78498936,0.6127066,-0.0130829215,-0.16589458,-0.30801865,-0.17092994,-0.7855089,0.39433035,0.060747083,1.0073923,-5.8637895e-08,0.7735325,-0.5664413,-1.0976616,-0.07269078,1.3019366,-1.2152958,0.25736845,-0.19516551,-3.4083269,0
-0.59749377,-0.8697823,2.0806468,-0.19308455,-0.5826214,-0.18976067,-0.7922634,-0.49766338,-0.036958676,-0.4521782,-0.01908312,-1.6668168,0.18541649,0.92515993,-1.9959556,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,0
0.101096585,0.34041274,1.9474757,0.3126236,3.2046363,0.31297362,-0.22418888,1.4557264,-0.22806677,1.0708518,-0.13977598,0.9379827,0.18541649,0.92515993,-1.9159656,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,1
-0.71452624,-1.0966939,2.079296,-0.2709887,-0.6534694,-0.2502322,-0.55545557,0.327335,1.2723286,-0.08728555,-0.01908312,0.2850856,0.18541649,-1.0976616,-1.9946808,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,1
-0.43028745,0.71859866,1.965574,-0.28940275,0.059838537,-0.29581603,-0.05906219,-1.5571454,0.86606044,-1.086774,-0.44150805,0.42577326,0.93727434,0.92515993,-1.9277569,1.3019366,-1.2152958,1.0523288,-0.19516551,0.30220196,0
-0.347873,-0.44621405,0.22057411,-0.37093818,0.2793764,-0.38077968,-0.4445771,0.13400602,-0.35657132,-0.4521782,-0.44150805,0.9379827,1.6891321,0.92515993,-0.33528736,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,1
-0.7925993,0.279903,-0.38882515,-0.39316383,-0.6349805,-0.4035534,-0.7352599,-0.7833503,-0.00064486766,-0.42044845,-5.8637895e-08,-1.6479578,0.93727434,0.92515993,0.35594073,1.3019366,-1.2152958,0.25736845,1.7497368,-3.4083269,0
-0.14772022,0.9606377,-0.6705643,-0.33535546,-7.6704715e-08,-0.3220723,0.065537825,1.5403604e-05,1.6198089,-1.102639,0.22230253,0.9379827,0.93727434,-1.0976616,0.67876875,1.3019366,-1.2152958,0.25736845,-0.19516551,0.30220196,1
-0.97419995,0.26477554,0.66924983,-0.41759697,-0.61619025,-0.4177579,-0.8790348,0.3986372,-0.017378002,0.23001228,0.1619561,0.315637,-1.3182992,0.92515993,-0.8190514,1.3019366,-1.2152958,1.0523288,1.7497368,0.30220196,1
0.5756422,0.8547456,3.421001,-0.2765435,-0.29041493,-0.29085174,-0.18288516,-0.07320076,4.8218727,-1.3088826,-0.32081524,-0.07851515,0.18541649,0.92515993,-2.4886427,-0.7783882,0.75727564,-2.1275127,-1.1676167,0.30220196,0
-9.169204e-08,0.14375605,0.43451226,-0.33859277,-0.6546497,-0.3552956,-0.4864437,-0.3541022,0.3051243,0.8963381,-0.26046878,0.47593814,0.93727434,0.92515993,-0.56760883,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,1
-0.28602004,-0.09828297,1.3380762,-0.40813586,-0.6011166,-0.4153109,-0.38005483,-1.2896429,0.32415596,-0.35698873,-0.26046878,-1.4887882,1.6891321,-1.0976616,-1.4586524,-0.7783882,0.75727564,-2.1275127,-0.19516551,0.30220196,0
-0.65599096,-0.113410406,-0.08574621,-0.35390413,-0.5311287,-0.35479707,-0.4938305,0.5101363,-0.2934001,-0.13488019,-0.2001224,0.9379827,1.6891321,0.92515993,0.009211302,-0.7783882,0.75727564,1.0523288,1.7497368,0.30220196,1
-0.09767515,-0.40083173,1.3829168,0.40011832,-7.6704715e-08,0.3753537,0.119495355,1.1681253,0.7735172,-0.10315042,-0.32081524,0.9379827,0.93727434,-1.0976616,-1.4981693,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,1
-9.169204e-08,-0.6731256,1.5890212,-0.28730452,-0.60186994,-0.28914174,-0.50643617,0.73026365,-0.085818395,0.7059595,-0.2001224,0.77655,-0.5664413,-1.0976616,-1.6667538,-0.7783882,0.75727564,-2.1275127,1.7497368,0.30220196,1
-0.47470072,-0.8697823,-0.108976886,-0.1594945,-7.6704715e-08,-0.14568667,-0.55325824,-0.6244759,1.0568608,1.3405552,1.1274986,-0.8600305,-0.5664413,0.92515993,0.034706112,-0.7783882,0.75727564,-2.1275127,-0.19516551,0.30220196,0
-0.8275423,-0.08315553,3.3296993,-0.2926544,-0.50755453,-0.29433492,-0.6344647,0.37040344,-0.00558507,0.118958116,0.10160966,0.9379827,-0.5664413,0.92515993,-2.473346,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
0.85824764,-0.26468477,1.430999,0.091419145,-0.2623645,0.12450931,-0.16056563,1.3839458,3.531378,-0.16660994,3.239623,0.0074816654,0.93727434,0.92515993,-1.5367303,1.3019366,-2.2015815,0.25736845,-1.1676167,0.30220196,1
-0.7930004,0.43117738,1.416142,-0.23290588,-0.6213194,-0.24116541,-0.7253985,0.7642397,-0.20354488,-0.07142066,-0.7432401,0.9379827,-1.3182992,0.92515993,-1.5246202,1.3019366,-1.2152958,1.0523288,-0.19516551,0.30220196,1
-0.5339148,-0.3100671,2.9644918,0.6892009,-0.43083653,1.182089,-0.67677563,-0.54216737,2.4624906,0.134823,3.6017015,-1.0086391,-0.5664413,0.92515993,-2.3818831,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,1
-0.44662187,0.18913837,0.4272188,-0.3511398,-0.4738099,-0.35633296,-0.50225216,0.76519686,0.3137945,0.9597977,-0.5018545,0.9379827,0.18541649,-1.0976616,-0.559323,1.3019366,-1.2152958,1.0523288,-0.19516551,0.30220196,1
-1.0073678,0.21939324,-0.22323923,-0.4190809,-0.5138388,-0.42306,-0.7809933,1.6380489,-0.3888445,1.0708518,0.82576656,0.9379827,-0.5664413,0.92515993,0.16696046,1.3019366,-1.2152958,0.25736845,1.7497368,0.30220196,1
-0.9374602,-0.05290065,0.9307295,-0.3836331,-0.66950357,-0.36554772,-0.86684406,0.77955294,-0.25383002,0.9756625,-0.38116163,-0.14489876,-1.3182992,0.92515993,-1.0851535,1.3019366,-1.2152958,1.0523288,1.7497368,0.30220196,0
-0.9804959,-0.18904759,-0.5635953,-0.27106684,-0.7005424,-0.2602957,-0.7610624,-0.1229687,-0.488857,0.2141474,-0.7432401,0.36542463,-1.3182992,-1.0976616,0.5563937,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,0
0.27340287,0.18913837,2.2700033,0.023411635,-0.44129577,-0.045553673,-0.48005247,-0.68333596,2.3396466,-0.23006968,-0.7432401,-1.1587565,-0.5664413,-1.0976616,-2.0998468,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,0
-0.13320073,-0.40083173,-1.479315,-0.3891729,-0.5100909,-0.38579515,-0.28020746,1.3715037,-0.15277103,0.02376882,0.4033417,0.47178915,0.93727434,-1.0976616,1.5933952,-0.7783882,0.75727564,1.0523288,-0.19516551,0.30220196,1
-0.7684189,0.052991416,1.2435329,-0.37864727,-0.5095133,-0.39002734,-0.6396109,-0.035396267,0.1666194,-0.119015306,0.70507383,0.34090793,1.6891321,0.92515993,-1.3757943,1.3019366,-1.2152958,0.25736845,1.7497368,0.30220196,1
-0.8091261,-0.74876285,3.1460147,-0.2491448,-0.5881775,-0.24589875,-0.7800465,-1.47053,-0.0839602,0.5631752,-0.38116163,-1.6521068,-0.5664413,0.92515993,-2.426818,-0.7783882,0.75727564,1.0523288,-0.19516551,0.30220196,0
-0.873589,-0.6731256,-0.38180193,-0.39868486,-7.6704715e-08,-0.39844632,-0.6026209,-1.1728797,-0.3443554,-0.6266921,4.3258586,-0.9901573,-0.5664413,-1.0976616,0.3479736,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
-0.6389887,-0.73363537,-0.9714822,-0.3865739,-0.47949785,-0.3871604,-0.7344069,0.8915307,-0.14208311,0.8328786,0.10160966,0.6064421,-0.5664413,-1.0976616,1.020718,1.3019366,-1.2152958,0.25736845,1.7497368,0.30220196,1
-0.94626623,-0.582361,0.65304226,-0.35215545,-0.5879766,-0.36619696,-0.7356298,-0.8517812,1.3740623,-0.49977288,-0.6828937,-0.6235392,-1.3182992,-1.0976616,-0.8034358,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,0
-9.169204e-08,-0.4310866,2.661953,-0.10799897,-0.58096397,-0.11418961,-0.6061671,1.515065,-0.15184028,-0.24593456,-0.26046878,0.9379827,-0.5664413,-1.0976616,-2.2735302,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,1
-0.08185802,0.55219686,2.188426,-0.36017472,-7.6704715e-08,-0.36571422,-0.14692232,-0.6440959,2.7084694,0.35693172,-0.7432401,-0.82042664,0.18541649,0.92515993,-2.0584178,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,0
-0.63650036,-0.960547,-1.2532214,-0.38745952,-0.5730975,-0.39054406,-0.6390419,0.4297422,-0.2565667,0.9280679,1.5499235,0.14213462,0.93727434,0.92515993,1.3378097,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
-9.169204e-08,-1.5202621,-1.1370682,-0.4002091,-0.018166473,-0.40474153,-0.7678313,0.6694894,-0.45897043,-0.35698873,-5.8637895e-08,-2.1232038,-0.5664413,-1.0976616,1.2074674,-0.7783882,0.75727564,1.0523288,1.7497368,-3.4083269,0
-0.2596545,0.32528532,-0.8631626,-0.39536858,-0.18979004,-0.4010216,-0.5351675,-1.1082772,-0.09380858,0.6107698,-0.07942955,-1.2274032,0.18541649,0.92515993,0.8973868,-0.7783882,0.75727564,-2.1275127,-0.19516551,0.30220196,0
-9.169204e-08,0.052991416,1.3456397,-0.39276403,-0.47022513,-0.4006971,-0.69499326,1.3772463,0.5775452,1.3088255,-0.32081524,0.9379827,-0.5664413,-1.0976616,-1.4650261,1.3019366,-1.2152958,1.0523288,1.7497368,0.30220196,1
-0.6573467,-1.1420763,0.9069587,-0.31650206,1.597074,-0.3245423,-0.5015068,1.7461985,-0.013964565,-0.16660994,2.0930412,0.9379827,-0.5664413,0.92515993,-1.0638015,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
-9.169204e-08,-0.74876285,1.8010687,0.08548909,-0.5917183,0.07690931,-0.837527,-1.4896716,-0.24964651,0.071363464,0.1619561,-1.885958,-0.5664413,0.92515993,-1.8200413,-0.7783882,0.75727564,1.0523288,-1.1676167,0.30220196,0
-9.169204e-08,-1.2025859,0.25920194,-0.3580049,-0.5513441,-0.36933246,-0.6857192,-0.6785506,-0.33025876,-0.69015163,1.4292307,-0.39157397,-0.5664413,-1.0976616,-0.37799117,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
0.08588374,-0.037773214,2.6700566,0.71890336,-7.6704715e-08,0.7988494,0.11396987,-0.57087964,1.2302349,0.6583645,-0.38116163,0.06519004,-0.5664413,-1.0976616,-2.2751238,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,0
-0.34159338,0.21939324,0.08362136,-0.054419126,-0.49757868,-0.06826169,-0.46830365,-0.47325796,-0.17958362,-0.51563776,-0.62254727,-0.8249529,0.18541649,0.92515993,-0.18295583,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,0
-0.8007448,-0.41595915,3.6300771,0.848129,-0.33245918,0.84275824,-0.8048624,0.40007275,0.00958625,0.23001228,0.1619561,0.06330402,1.6891321,-1.0976616,-2.521786,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,1
-0.8649336,-1.2479683,2.8442867,-0.3300154,-0.635715,-0.33362544,-0.7871211,-0.80679864,-0.14926857,-0.49977288,-0.07942955,-1.446167,1.6891321,-1.0976616,-2.3388608,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,0
0.21345012,0.763981,-0.26159683,0.07863745,0.5504068,0.06636424,-0.35297006,-0.071765214,0.7445682,-1.404072,-0.62254727,-0.39081976,-0.5664413,0.92515993,0.21189506,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,0
-0.7356648,-0.9756744,-1.4109737,-0.36819148,-7.6704715e-08,-0.37128037,-0.59526515,-0.018168887,-0.39936537,0.10309324,0.5240345,0.9379827,-1.3182992,0.92515993,1.5149987,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
-0.89712137,-0.79414517,-0.44176948,-0.3902437,-7.6704715e-08,-0.3855852,-0.8167376,-0.018647527,-0.36358857,-0.34112385,-5.8637895e-08,-2.2257962,-1.3182992,-1.0976616,0.41776565,-0.7783882,0.75727564,0.25736845,1.7497368,-3.4083269,0
-0.8124584,-1.1118213,1.8542831,-0.29895717,-0.6026673,-0.31701592,-0.67843777,-1.3757796,0.29544148,-0.0396909,1.1878451,-0.9569656,-0.5664413,-1.0976616,-1.8550967,-0.7783882,0.75727564,1.0523288,1.7497368,0.30220196,0
-0.49649262,-1.7169188,-1.3158901,-0.37399027,-0.46626994,-0.3752879,-0.7270412,0.8120935,-0.34144235,2.3717735,-0.5622009,-0.7762968,-0.5664413,0.92515993,1.4082391,-0.7783882,0.75727564,-1.3325523,-0.19516551,0.30220196,0
-0.8919616,-1.5202621,-1.2178351,-0.2524958,-0.30139527,-0.26119426,-0.7990828,0.8207072,-0.4895672,0.6583645,1.1274986,0.9379827,-1.3182992,-1.0976616,1.2986114,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,1
-0.791122,-1.1420763,0.80350137,-0.40720466,-0.49993294,-0.40917194,-0.83168423,-0.1306253,-0.2366838,0.071363464,-5.8637895e-08,-2.0281546,-0.5664413,-1.0976616,-0.95895416,-0.7783882,0.75727564,-2.1275127,1.7497368,-3.4083269,0
-9.169204e-08,-0.8244,0.857256,-0.12859458,-0.5974188,-0.12081526,-0.77061105,-0.62878263,0.5495671,0.05549858,-5.8637895e-08,-2.1356506,-0.5664413,-1.0976616,-1.0124933,-0.7783882,0.75727564,-2.1275127,-0.19516551,-3.4083269,0
-0.80761975,-0.27981222,3.4590888,-0.3966159,-0.6465007,-0.40842903,-0.7951407,1.0274353,0.18129161,1.1660415,-0.26046878,-0.21543136,-0.5664413,0.92515993,-2.495335,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,0
-1.0341944,-0.21930246,-0.023347618,-0.3391274,-0.44549578,-0.3441327,-0.8556271,-1.444689,-0.48436686,1.102582,-5.8637895e-08,-2.0696442,-1.3182992,0.92515993,-0.061218116,-0.7783882,0.75727564,-1.3325523,1.7497368,-3.4083269,0
-0.9151256,-2.4581633,3.4228919,-0.35955182,-0.62451494,-0.3716666,-0.9011841,1.2255499,-0.003197071,3.1174238,2.6965053,-1.0588039,-0.5664413,-1.0976616,-2.4889615,1.3019366,-2.2015815,-2.1275127,1.7497368,0.30220196,1
-9.169204e-08,-0.0075183366,3.551471,-0.026541462,-0.31462944,-0.016923148,-0.31432843,0.8929663,-0.31493685,0.769419,-0.5018545,0.8421791,0.93727434,-1.0976616,-2.5112693,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,1
-9.169204e-08,0.7791084,0.3804874,-0.33558914,-0.14772698,-0.33652666,0.08363238,-0.9517954,0.5552141,-1.1185038,0.1619561,-0.5345249,0.18541649,0.92515993,-0.51056415,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,0
-9.169204e-08,-0.76389027,-0.87666875,-0.32100022,-0.4899822,-0.30674523,-0.7441036,-1.0594664,-0.16152515,1.35642,-5.8637895e-08,-2.004015,1.6891321,0.92515993,0.913321,-0.7783882,0.75727564,1.0523288,1.7497368,-3.4083269,0
-0.52928126,-0.76389027,-1.1638104,-0.40101025,-0.4390545,-0.412619,-0.67126006,0.44649094,-0.27172175,-0.5315026,0.22230253,-0.10680359,0.93727434,0.92515993,1.2377425,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
-0.8512671,-0.47646892,-0.98444813,-0.29559752,-0.2587546,-0.30334774,-0.76591516,1.1202716,-0.47786227,0.19828252,-5.8637895e-08,-2.2148583,1.6891321,0.92515993,1.0356961,-0.7783882,0.75727564,0.25736845,1.7497368,-3.4083269,0
-0.47121787,-0.56723356,2.5363455,-0.1603635,-0.5151008,-0.18579416,-0.59100467,0.20291536,0.8280599,0.071363464,-0.5018545,0.3903186,-0.5664413,-1.0976616,-2.2241342,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,1
-9.169204e-08,0.06811885,1.4396429,-0.30380803,-0.5156344,-0.3053405,-0.38318834,0.01772142,1.4066595,0.9280679,0.3429953,0.9379827,-1.3182992,-1.0976616,-1.54406,1.3019366,-1.2152958,0.25736845,1.7497368,0.30220196,1
-0.3103111,0.02273654,-1.6284232,-0.3004686,0.27290994,-0.30887443,-0.6013891,-0.20671275,-0.4255035,-0.3887185,-0.62254727,-0.83325076,-0.5664413,0.92515993,1.7642105,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,0
-0.6926,-0.52185124,2.8799431,-0.1805882,-0.5109886,-0.17523353,-0.49537897,-0.8326396,-0.07163084,-0.2935292,0.64472735,-1.3213208,-0.5664413,-1.0976616,-2.3525643,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,0
-0.8535049,0.08324629,0.27838072,-0.37253094,-0.61889607,-0.3797722,-0.7434054,-0.6943423,-0.31183827,0.8963381,0.10160966,0.09310121,-0.5664413,0.92515993,-0.3987057,1.3019366,-1.2152958,0.25736845,1.7497368,0.30220196,0
-9.169204e-08,-0.5067238,1.3721118,-0.2251037,0.5217726,-0.23267211,-0.3736735,-0.8345538,-0.24993293,0.3727966,0.9464594,-1.3556441,-0.5664413,0.92515993,-1.4892461,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,0
-0.7377937,-0.17392015,-1.2448475,-0.33940145,-0.33609417,-0.32200828,-0.5694183,0.8819599,-0.2726521,0.5631752,-5.8637895e-08,-0.8871874,-0.5664413,0.92515993,1.3285679,1.3019366,-1.2152958,1.0523288,1.7497368,-3.4083269,0
